nom_plat,formalitat,temperatura,complexitat,mida_racio,te_ordre,categoria,procedencia_plat,preu_cost,apte_esdeveniment,disponibilitat,ingredients,ingredients_norm,preu_cost_before
Galetes de melassa,informal,tebi,alta,mitjana,postres,pastisseria,Estats Units,6.64,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vinagre', 'llet', 'sucre', 'greix', 'ou', 'melassa', 'farina', 'llevat químic', 'espècies']","['vinagre', 'llet', 'sucre', 'greix', 'ou', 'melassa', 'farina', 'llevat químic', 'espècies']",4.5
Galetes de merenga amb xips de xocolata,formal,tebi,alta,petita,postres,xoco_intens,França,11.53,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['sal', 'crema', ""clara d'ou"", 'sucre', 'vainilla', 'xocolata']","['sal', 'crema', ""clara d'ou"", 'sucre', 'vainilla', 'xocolata']",5.0
Galetes de merenga,formal,tebi,mitjana,petita,postres,lacti_suau,França,6.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","[""clara d'ou"", 'sucre llustre', 'llimona', 'vainilla']","[""clara d'ou"", 'sucre llustre', 'llimona', 'vainilla']",4.5
Galetes de mitja lluna de vainilla (Kifli),formal,tebi,alta,mitjana,postres,pastisseria,Europa central,10.65,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'sucre', 'vainilla', 'ou', 'farina', 'xocolata']","['mantega', 'sucre', 'vainilla', 'ou', 'farina', 'xocolata']",5.5
Galetes de nata,formal,tebi,alta,petita,postres,lacti_suau,Espanya,6.55,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'mantega', 'nata']","['farina', 'mantega', 'nata']",5.0
Galetes de sucre morè i nou moscada,informal,tebi,mitjana,mitjana,postres,pastisseria,Europa occidental,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'nata', 'llevat químic', 'nou moscada', 'oli', 'sucre morè', 'ou', 'vainilla']","['farina', 'nata', 'llevat químic', 'nou moscada', 'oli', 'sucre morè', 'ou', 'vainilla']",4.0
Galetes de tahina,informal,tebi,mitjana,mitjana,postres,pastisseria,Orient Mitjà,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['tahina', 'mel', 'canyella', 'civada', 'nous']","['tahina', 'mel', 'canyella', 'civada', 'nous']",5.0
Galetes de xocolata amb fudge,informal,tebi,mitjana,petita,postres,xoco_intens,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat químic', 'sal', 'margarina', 'xocolata', 'sucre', 'ou', 'vainilla', 'nous', 'sucre']","['farina', 'llevat químic', 'sal', 'margarina', 'xocolata', 'sucre', 'ou', 'vainilla', 'nous', 'sucre']",4.0
Galetes de xocolata amb toffee i mantega torrada,formal,tebi,alta,gran,postres,xoco_intens,Estats Units,13.14,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'sucre morè', 'sal', 'oli', 'aigua', 'sucre', 'xocolata', 'farina', 'nous', 'ou', 'vainilla', 'bicarbonat']","['mantega', 'sucre morè', 'sal', 'oli', 'aigua', 'sucre', 'xocolata', 'farina', 'nous', 'ou', 'vainilla', 'bicarbonat']",6.5
Galetes de xocolata sense gluten,informal,tebi,mitjana,mitjana,postres,xoco_intens,Europa occidental,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'sucre', 'ou', 'vainilla', 'farina de blat de moro', 'xocolata', 'llevat químic', 'xanthan gum']","['mantega', 'sucre', 'ou', 'vainilla', 'farina de blat de moro', 'xocolata', 'llevat químic', 'xanthan gum']",4.0
Galetes d'avena i xocolata sense forn,informal,tebi,mitjana,mitjana,postres,xoco_intens,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['cacau', 'llet', 'civada', 'sucre', 'mantega', 'vainilla', 'cacauet']","['cacau', 'llet', 'civada', 'sucre', 'mantega', 'vainilla', 'cacauet']",4.5
Galetes d'avena nigerianes,informal,tebi,mitjana,mitjana,postres,pastisseria,Nigèria,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['civada', 'farina', 'sal', 'ou', 'llet', 'aigua', 'pastanaga', 'pèsols', 'salsitxa', 'plàtan', 'oli']","['civada', 'farina', 'sal', 'ou', 'llet', 'aigua', 'pastanaga', 'pèsols', 'salsitxa', 'plàtan', 'oli']",4.5
Galetes fines (Rich Biscuits),formal,tebi,mitjana,petita,postres,pastisseria,Regne Unit,6.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat químic', 'sal', 'mantega', 'llet']","['farina', 'llevat químic', 'sal', 'mantega', 'llet']",4.0
Galetes gal·leses,informal,calent,mitjana,mitjana,postres,pastisseria,Gal·les,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'mantega', 'sucre', 'ou', 'fruita seca', 'espècies']","['farina', 'mantega', 'sucre', 'ou', 'fruita seca', 'espècies']",4.5
Galetes Lady Finger (Savoiardi),formal,tebi,alta,petita,postres,pastisseria,Itàlia,7.52,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat químic', 'sucre', 'oli', 'ou', 'llimona', 'sucre llustre', 'vainilla']","['farina', 'llevat químic', 'sucre', 'oli', 'ou', 'llimona', 'sucre llustre', 'vainilla']",4.5
Galetes Nastar amb melmelada de pinya,formal,tebi,alta,petita,postres,pastisseria,Indonèsia,8.31,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['hivern', 'tardor']","['pinya', 'sucre', 'canyella', 'margarina', 'farina', ""rovell d'ou"", 'vainilla', 'formatge', 'panses']","['pinya', 'sucre', 'canyella', 'margarina', 'farina', ""rovell d'ou"", 'vainilla', 'formatge', 'panses']",5.0
Galetes rocoses,informal,tebi,mitjana,mitjana,postres,pastisseria,Regne Unit,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sal', 'llevat químic', 'mantega', 'sucre', 'panses', 'espècies', 'ou', 'fruita confitada']","['farina', 'sal', 'llevat químic', 'mantega', 'sucre', 'panses', 'espècies', 'ou', 'fruita confitada']",4.5
Galetes toves de sucre,informal,calent,mitjana,mitjana,postres,pastisseria,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'greix', 'vainilla', 'sucre', 'sal', 'llevat químic', 'farina']","['ou', 'greix', 'vainilla', 'sucre', 'sal', 'llevat químic', 'farina']",4.5
Galetes veganes amb xips de xocolata,informal,calent,mitjana,mitjana,postres,xoco_intens,Estats Units,7.81,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['grassa vegetal', 'margari', 'sucre morè', 'plàtan', 'xips de xocolata', 'llevat químic', 'sal', 'farina']","['grassa vegetal', 'margari', 'sucre morè', 'plàtan', 'xips de xocolata', 'llevat químic', 'sal', 'farina']",4.5
Gelat de vainilla amb crema,formal,tebi,alta,mitjana,postres,fresc_fruita_gelat,França,9.27,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llet', 'sucre', 'nata', ""rovell d'ou"", 'vainilla']","['llet', 'sucre', 'nata', ""rovell d'ou"", 'vainilla']",5.5
Gelat de vainilla sense ou,informal,fred,baixa,mitjana,postres,fresc_fruita_gelat,França,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llet', 'nata', 'sucre', 'vainilla']","['llet', 'nata', 'sucre', 'vainilla']",4.5
Gelatina arc de Sant Martí,informal,fred,alta,petita,postres,fresc_fruita_gelat,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['aigua', 'gelatina', 'nata agra']","['aigua', 'gelatina', 'nata agra']",4.5
Gelatina de poma,informal,tebi,mitjana,mitjana,postres,fresc_fruita_gelat,Europa occidental,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['poma', 'sucre', 'aigua', 'gelatina']","['poma', 'sucre', 'aigua', 'gelatina']",5.0
Gofres de civada i plàtan,informal,tebi,mitjana,mitjana,postres,pastisseria,Estats Units,7.57,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['avena', 'aigua', 'plàtan', 'llet en pols', 'oli', 'sal']","['avena', 'aigua', 'plàtan', 'llet en pols', 'oli', 'sal']",5.5
Gofres integrals,informal,tebi,baixa,mitjana,postres,pastisseria,Europa occidental,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina integral', 'germ de blat', 'sucre', 'llevat químic', 'nou moscada', 'sal', 'llet', 'oli', 'ou']","['farina integral', 'germ de blat', 'sucre', 'llevat químic', 'nou moscada', 'sal', 'llet', 'oli', 'ou']",4.5
Gofres sense gluten,informal,tebi,alta,mitjana,postres,pastisseria,Europa occidental,6.81,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'llet', 'farina sense gluten', 'llevat químic', 'sucre', 'sal', 'oli']","['ou', 'llet', 'farina sense gluten', 'llevat químic', 'sucre', 'sal', 'oli']",4.5
Gofres senzills,informal,fred,baixa,mitjana,postres,pastisseria,Bèlgica,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sucre', 'llevat químic', 'llet', 'oli vegetal', 'sal', 'ou', 'farina']","['sucre', 'llevat químic', 'llet', 'oli vegetal', 'sal', 'ou', 'farina']",4.0
Iogurt bàtic amb safrà i cardamom,informal,tebi,alta,petita,postres,lacti_suau,Índia,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llet condensada', 'iogurt', 'pistatxos', 'raïm sec', 'sucre', 'aigua', 'pell de cítric', 'llimona', 'espècies', 'figues']","['llet condensada', 'iogurt', 'pistatxos', 'raïm sec', 'sucre', 'aigua', 'pell de cítric', 'llimona', 'espècies', 'figues']",4.5
Iogurt dolç bengalí (Mishti Doi),informal,fred,alta,petita,postres,lacti_suau,Índia,7.03,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llet', 'sucre', 'iogurt']","['llet', 'sucre', 'iogurt']",5.0
Iogurt gelat de maduixa,formal,fred,mitjana,mitjana,postres,fresc_fruita_gelat,Europa occidental,8.19,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['maduixa', 'iogurt', 'llimona', 'sucre', 'licor']","['maduixa', 'iogurt', 'llimona', 'sucre', 'licor']",5.0
Plàtans fregits amb llet (Kele Ka Halwa),informal,tebi,alta,mitjana,postres,lacti_suau,Índia,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['anacards', 'ametlles', 'ghee', 'llet', 'plàtan']","['anacards', 'ametlles', 'ghee', 'llet', 'plàtan']",5.5
Lassi de maduixa i vainilla,informal,fred,baixa,mitjana,postres,fresc_fruita_gelat,Índia,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['maduixa', 'sucre', 'vainilla', 'gelat', 'aigua', 'llimona', 'iogurt']","['maduixa', 'sucre', 'vainilla', 'gelat', 'aigua', 'llimona', 'iogurt']",4.0
Lassi de mango dolç,informal,fred,baixa,mitjana,postres,fresc_fruita_gelat,Índia,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mango', 'iogurt', 'llet', 'sucre']","['mango', 'iogurt', 'llet', 'sucre']",4.0
Lassi dolç,informal,fred,baixa,mitjana,postres,lacti_suau,Índia,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['iogurt', 'aigua', 'sucre', 'cardamom', 'rosa', 'gel']","['iogurt', 'aigua', 'sucre', 'cardamom', 'rosa', 'gel']",4.0
Latkes jueus,informal,calent,alta,petita,postres,pastisseria,Comunitat jueva,7.09,['totes'],"['hivern', 'tardor']","['patata', 'ceba', 'ou', 'farina', 'sal', 'oli', 'salsa']","['patata', 'ceba', 'ou', 'farina', 'sal', 'oli', 'salsa']",4.5
Lioneses de nata,formal,tebi,alta,mitjana,postres,lacti_suau,França,8.45,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['aigua', 'mantega', 'farina', 'sal', 'ou', 'llevat químic', 'sucre', 'midó de blat de moro', 'llet', 'vainilla']","['aigua', 'mantega', 'farina', 'sal', 'ou', 'llevat químic', 'sucre', 'midó de blat de moro', 'llet', 'vainilla']",5.5
Loaf de faves i xocolata pasqual,formal,tebi,alta,mitjana,postres,xoco_intens,Europa occidental,14.48,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['avellanes', 'xocolata', 'margarina', 'farina', 'ou', 'sucre']","['avellanes', 'xocolata', 'margarina', 'farina', 'ou', 'sucre']",7.0
Loaf de nous pasqual,informal,calent,alta,mitjana,postres,pastisseria,Europa central,9.59,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'avellanes', 'sucre']","['ou', 'avellanes', 'sucre']",6.5
Lángos de patata,informal,tebi,alta,mitjana,postres,pastisseria,Hongria,7.2,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['patata', 'llevat', 'farina', 'sal', 'comí', 'oli']","['patata', 'llevat', 'farina', 'sal', 'comí', 'oli']",5.5
Lángos hongarès fregit,informal,tebi,alta,mitjana,postres,pastisseria,Hongria,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat', 'ou', 'iogurt', 'sal', 'oli']","['farina', 'llevat', 'ou', 'iogurt', 'sal', 'oli']",4.5
Macarrons de xocolata (sense forn),informal,fred,mitjana,petita,postres,xoco_intens,França,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sucre', 'mantega', 'llet', 'vainilla', 'cacau', 'civada', 'coco']","['sucre', 'mantega', 'llet', 'vainilla', 'cacau', 'civada', 'coco']",3.5
Maduixes amb glacejat de mascarpone,formal,calent,alta,petita,postres,fresc_fruita_gelat,Itàlia,8.72,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['maduixa', 'mascarpone', 'licor', 'nata', 'sucre', 'mantega']","['maduixa', 'mascarpone', 'licor', 'nata', 'sucre', 'mantega']",6.0
Maduixes banyades en xocolata i fruits secs,formal,fred,mitjana,mitjana,postres,xoco_intens,França,9.44,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['xocolata', 'xarop de fruits secs', 'sucre', 'vainilla', 'maduixa', 'fruits secs', 'galetes gingebre']","['xocolata', 'xarop de fruits secs', 'sucre', 'vainilla', 'maduixa', 'fruits secs', 'galetes gingebre']",5.5
Magdalenes de blat de moro,informal,tebi,mitjana,petita,postres,pastisseria,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['blat de moro', 'farina', 'sucre', 'llevat químic', 'bicarbonat', 'sal', 'ou', 'iogurt', 'mantega']","['blat de moro', 'farina', 'sucre', 'llevat químic', 'bicarbonat', 'sal', 'ou', 'iogurt', 'mantega']",4.0
Magdalenes de carbassa,informal,calent,mitjana,mitjana,postres,pastisseria,Estats Units,6.5,['totes'],['tardor'],"['farina', 'sucre', 'llevat químic', 'sal', 'canyella', 'ou', 'llet', 'puré de carbassa', 'oli']","['farina', 'sucre', 'llevat químic', 'sal', 'canyella', 'ou', 'llet', 'puré de carbassa', 'oli']",4.5
Magdalenes de civada,informal,calent,baixa,petita,postres,pastisseria,Europa occidental,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['avena', 'buttermilk', 'ou', 'margarina', 'farina', 'llevat químic', 'bicarbonat', 'sal', 'sucre morè', 'coco']","['avena', 'buttermilk', 'ou', 'margarina', 'farina', 'llevat químic', 'bicarbonat', 'sal', 'sucre morè', 'coco']",4.0
Magdalenes de civada i panses,informal,calent,mitjana,mitjana,postres,pastisseria,Europa occidental,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina integral', 'civada', 'sucre', 'llevat químic', 'ou', 'llet', 'oli', 'panses', 'mantega']","['farina integral', 'civada', 'sucre', 'llevat químic', 'ou', 'llet', 'oli', 'panses', 'mantega']",4.0
Magdalenes de gingebre Snappy,informal,tebi,baixa,petita,postres,pastisseria,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'sucre', 'sucre morè', 'melassa', 'ou', 'farina', 'bicarbonat', 'canyella', 'gingebre', 'sal', 'aigua']","['oli', 'sucre', 'sucre morè', 'melassa', 'ou', 'farina', 'bicarbonat', 'canyella', 'gingebre', 'sal', 'aigua']",4.5
Magdalenes de iogurt (vegà),informal,tebi,mitjana,mitjana,postres,pastisseria,Europa occidental,6.51,['totes'],"['hivern', 'tardor']","['iogurt vegetal', 'llet vegetal', 'compota', 'sucre', 'farina', 'oli', 'midó', 'llevat químic', 'llevat de sodi', 'sal', 'vainilla', 'xocolata', 'fruits secs']","['iogurt vegetal', 'llet vegetal', 'compota', 'sucre', 'farina', 'oli', 'midó', 'llevat químic', 'llevat de sodi', 'sal', 'vainilla', 'xocolata', 'fruits secs']",5.0
Magdalenes de massapà,informal,tebi,mitjana,mitjana,postres,pastisseria,Alemanya,6.84,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['massapà', 'mantega', 'ou', 'llet', 'farina', 'sucre', 'civada', 'llevat químic']","['massapà', 'mantega', 'ou', 'llet', 'farina', 'sucre', 'civada', 'llevat químic']",5.5
Magdalenes de nabius,informal,tebi,mitjana,mitjana,postres,pastisseria,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'llevat químic', 'sal', 'ou', 'llet', 'oli', 'nabius']","['farina', 'sucre', 'llevat químic', 'sal', 'ou', 'llet', 'oli', 'nabius']",4.5
Magdalenes de plàtan i nous,informal,tebi,mitjana,mitjana,postres,pastisseria,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'mel', 'llet', 'oli', 'plàtan', 'farina', 'sal', 'llevat químic', 'nous', 'sucre']","['ou', 'mel', 'llet', 'oli', 'plàtan', 'farina', 'sal', 'llevat químic', 'nous', 'sucre']",5.0
Magdalenes de poma amb crumble,informal,calent,alta,mitjana,postres,pastisseria,Regne Unit,7.14,['totes'],"['hivern', 'tardor']","['sucre morè', 'farina', 'canyella', 'mantega', 'ou', 'llet', 'oli', 'poma']","['sucre morè', 'farina', 'canyella', 'mantega', 'ou', 'llet', 'oli', 'poma']",5.5
Magdalenes de poma i civada,informal,calent,mitjana,mitjana,postres,pastisseria,Regne Unit,6.5,['totes'],"['hivern', 'tardor']","['segó', 'llet', 'farina', 'llevat', 'canyella', 'sal', 'bicarbonat', 'clau', 'sucre morè', 'oli vegetal', 'ou', 'poma', 'nabiu deshidratat']","['segó', 'llet', 'farina', 'llevat', 'canyella', 'sal', 'bicarbonat', 'clau', 'sucre morè', 'oli vegetal', 'ou', 'poma', 'nabiu deshidratat']",4.5
Magdalenes de poma panses i civada,informal,fred,alta,gran,postres,pastisseria,Regne Unit,7.72,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'civada', 'llevat químic', 'ou', 'sucre', 'llet', 'oli', 'poma', 'canyella', 'nou moscada', 'panses']","['farina', 'civada', 'llevat químic', 'ou', 'sucre', 'llet', 'oli', 'poma', 'canyella', 'nou moscada', 'panses']",6.0
Magdalenes de segó,informal,tebi,baixa,petita,postres,pastisseria,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sal', 'llevat químic', 'ou', 'farina', 'branca de blat', 'sucre morè', 'mantega']","['sal', 'llevat químic', 'ou', 'farina', 'branca de blat', 'sucre morè', 'mantega']",3.5
Magdalenes de taronja i xocolata,informal,tebi,mitjana,mitjana,postres,xoco_intens,França,8.69,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'mantega', 'sucre', 'xips de xocolata', 'ou', 'llet', 'suc de taronja', 'pell de taronja']","['farina', 'mantega', 'sucre', 'xips de xocolata', 'ou', 'llet', 'suc de taronja', 'pell de taronja']",5.0
Magdalenes de xips de plàtan,informal,calent,mitjana,petita,postres,pastisseria,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'llevat químic', 'xocolata', 'ou', 'oli', 'llet', 'plàtan']","['farina', 'sucre', 'llevat químic', 'xocolata', 'ou', 'oli', 'llet', 'plàtan']",4.5
Magdalenes dobles de xocolata,informal,calent,baixa,mitjana,postres,xoco_intens,França,6.57,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'xocolata', 'sucre', 'cacau', 'llevat', 'sal', 'ou', 'llet', 'oli', 'vainilla']","['farina', 'xocolata', 'sucre', 'cacau', 'llevat', 'sal', 'ou', 'llet', 'oli', 'vainilla']",4.0
Magdalenes franceses,informal,tebi,mitjana,petita,postres,pastisseria,França,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'sucre', 'farina', 'llevat químic', 'pell de cítric', 'mantega']","['ou', 'sucre', 'farina', 'llevat químic', 'pell de cítric', 'mantega']",4.5
Merenga amb gerds rostits i crema d'avellana,formal,tebi,alta,mitjana,postres,lacti_suau,França,9.24,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","[""clara d'ou"", 'sucre', 'canyella', 'gerds', 'avellana']","[""clara d'ou"", 'sucre', 'canyella', 'gerds', 'avellana']",6.5
Merenga francesa,informal,fred,mitjana,petita,postres,lacti_suau,França,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","[""clares d'ou"", 'nata', 'sucre']","[""clares d'ou"", 'nata', 'sucre']",4.0
Merenga italiana,formal,tebi,baixa,mitjana,postres,lacti_suau,Itàlia,6.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['aigua', 'ou', 'sucre']","['aigua', 'ou', 'sucre']",4.0
Merenga suau bullida,formal,calent,alta,petita,postres,lacti_suau,França,10.57,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","[""clara d'ou"", 'sucre', 'sal', 'aigua', 'llet', 'custard', 'nata', 'xocolata', 'nous']","[""clara d'ou"", 'sucre', 'sal', 'aigua', 'llet', 'custard', 'nata', 'xocolata', 'nous']",5.0
Merenga suïssa,formal,fred,mitjana,mitjana,postres,lacti_suau,Suïssa,7.64,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","[""clara d'ou"", 'sucre']","[""clara d'ou"", 'sucre']",5.0
Merenga d'ametlla,formal,tebi,alta,petita,postres,pastisseria,França,9.83,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","[""clara d'ou"", 'sucre', 'ametlles']","[""clara d'ou"", 'sucre', 'ametlles']",5.5
Meringata (pastís de merenga i nata),formal,tebi,alta,mitjana,postres,lacti_suau,Itàlia,9.54,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","[""clara d'ou"", 'sucre', 'crema pastissera', 'nata']","[""clara d'ou"", 'sucre', 'crema pastissera', 'nata']",6.5
Meringata amb gingebre i nata,formal,fred,mitjana,mitjana,postres,lacti_suau,Itàlia,8.63,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['merenga', 'gingebre', 'nata', 'sucre', 'llimona']","['merenga', 'gingebre', 'nata', 'sucre', 'llimona']",5.5
Meringata de fruita en copa,formal,fred,baixa,petita,postres,fresc_fruita_gelat,Itàlia,8.45,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['crema', 'fruita', 'nata', 'merenga', 'menta', 'coulis']","['crema', 'fruita', 'nata', 'merenga', 'menta', 'coulis']",5.5
Mille-feuille de llimona,formal,tebi,alta,gran,postres,pastisseria,França,10.18,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['pasta de full', 'ou', 'sucre llustre', 'llet', 'farina', 'llimona']","['pasta de full', 'ou', 'sucre llustre', 'llet', 'farina', 'llimona']",6.0
Mini pastissets de carn i fruita,formal,tebi,alta,petita,postres,pastisseria,Regne Unit,8.55,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sucre', 'vi', 'suc de poma', 'cítric', 'espècies', 'fruita', 'carne', 'mastegat', 'farina', 'mantega', 'ous']","['sucre', 'vi', 'suc de poma', 'cítric', 'espècies', 'fruita', 'carne', 'mastegat', 'farina', 'mantega', 'ous']",6.0
Mints de formatge cremós,formal,fred,baixa,petita,postres,lacti_suau,Estats Units,7.26,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['formatge crema', 'sucre', 'menta', 'sucre granulat']","['formatge crema', 'sucre', 'menta', 'sucre granulat']",4.5
Mochi japonès amb nous,informal,tebi,alta,mitjana,postres,pastisseria,Japó,7.81,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['nous', 'sucre', 'soja', 'aigua', 'farina glutinosa']","['nous', 'sucre', 'soja', 'aigua', 'farina glutinosa']",5.5
Moniatos confitats,informal,tebi,mitjana,mitjana,postres,pastisseria,Amèrica Llatina,6.5,['totes'],"['hivern', 'tardor']","['moniato', 'poma', 'raïm sec', 'mel', 'suc de poma', 'mantega']","['moniato', 'poma', 'raïm sec', 'mel', 'suc de poma', 'mantega']",5.0
Moniatos confitats forts,informal,fred,mitjana,mitjana,postres,pastisseria,Europa occidental,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['moniato', 'sucre', 'espècies', 'aigua', 'brandi', 'nou moscada', 'canyella']","['moniato', 'sucre', 'espècies', 'aigua', 'brandi', 'nou moscada', 'canyella']",4.5
Moniatos mexicans amb mel (Camotes Enmielados),informal,tebi,baixa,petita,postres,pastisseria,Mèxic,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['moniato', 'piloncillo', 'canyella', 'aigua']","['moniato', 'piloncillo', 'canyella', 'aigua']",4.0
Mousse de cafè,formal,fred,alta,petita,postres,lacti_suau,França,7.95,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['gelatina', 'nata', ""rovell d'ou"", 'sucre', 'llet', ""clara d'ou"", 'vainilla']","['gelatina', 'nata', ""rovell d'ou"", 'sucre', 'llet', ""clara d'ou"", 'vainilla']",5.5
Mousse de cafè amb nata,informal,fred,baixa,petita,postres,lacti_suau,França,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['cafè', 'sucre', 'xarop de xocolata', 'nata']","['cafè', 'sucre', 'xarop de xocolata', 'nata']",4.5
Mousse de formatge fresc amb maduixa,formal,fred,alta,mitjana,postres,lacti_suau,Europa occidental,8.46,['totes'],"['estiu', 'primavera']","['formatge fresc', 'sucre', 'ou', 'iogurt', 'gel', 'maduixa']","['formatge fresc', 'sucre', 'ou', 'iogurt', 'gel', 'maduixa']",5.5
Mousse de fruita,informal,tebi,alta,petita,postres,fresc_fruita_gelat,França,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sucre', 'midó', 'espècies', 'ou', 'nectar de fruita', 'nata']","['sucre', 'midó', 'espècies', 'ou', 'nectar de fruita', 'nata']",4.0
Mousse de llimona àcida,formal,fred,mitjana,mitjana,postres,lacti_suau,França,7.04,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llimona', 'ralladura', 'sucre', 'ou', 'mantega', 'nata']","['llimona', 'ralladura', 'sucre', 'ou', 'mantega', 'nata']",5.5
