nom_plat,mida_racio,complexitat,temperatura,te_ordre,formalitat,preu_cost,apte_esdeveniment,disponibilitat,ingredients
Pollastre al xili,alta,alta,tebi,segon,informal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'masala', 'llimona', 'sal', 'oli', 'ceba', 'pebrot', 'cúrcuma', 'paprika', 'corriandre', 'tomàquet', 'gingebre', 'all', 'ketchup', 'soia']"
Pa de blat de moro picant,alta,alta,calent,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina de blat de moro', 'farina', 'llevat químic', 'sal', 'llet', 'ou', 'grassa', 'jalapeño', 'sucre']"
Amanida de cranc i rúcula picant,petita,baixa,fred,primer,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llimona', 'oli', 'pebre', 'julivert', 'anet', 'cranc', 'rúcula']"
Pastissets de cranc picant,petita,alta,calent,postres,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['maionesa', 'mostassa', 'anet', 'julivert', 'chipotle', 'pebre', 'cranc', 'espècies', 'oli', 'ou', 'pa ratllat']"
Hamburguesa de feta picant,mitjana,mitjana,tebi,segon,formal,6.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['carn', 'sal', 'pebre', 'all', 'pebre vermell', 'formatge feta']"
Okra fregida picant,alta,alta,tebi,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['okra', 'sal', 'pebre', 'pebre vermell', 'farina', 'salsa picant', 'oli']"
Arròs fregit picant,mitjana,mitjana,tebi,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli de coco', 'ceba', 'all', 'gingebre', 'ceba tendra', 'pebrot', 'arròs', 'espècies', 'soia', 'peix', 'brou', 'sal', 'pebre']"
Aletes fregides picants,mitjana,mitjana,tebi,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['aletes de pollastre', 'pebre vermell', 'pebre', 'sal', 'paprika', 'ou', 'pell de llima', 'sèmola de blat de moro', 'oli']"
Pit d’ànec a la brasa picant,mitjana,mitjana,tebi,segon,informal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ànec', 'oli', 'sal', 'pebre', 'pebre vermell']"
Truita mexicà picant,mitjana,mitjana,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'sal', 'xili', 'salsa', 'formatge', 'cilantro', 'mantega']"
Udon miso picant,alta,alta,tebi,primer,informal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['brou', 'katsuobushi', 'udon', 'pebrot', 'ceba', 'col', 'espècies', 'misso', 'mel', 'tabasco', 'bolets', 'sardines', 'ou', 'ceba tendra']"
Xips de platà picants,mitjana,mitjana,tebi,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['platans', 'sal', 'pebre', 'xili', 'all', 'oli']"
Brisket rostit picant,mitjana,mitjana,fred,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'carn', 'ceba', 'all', 'comí', 'pebre', 'mostassa', 'orenga', 'sal', 'brou', 'vinagre', 'sucre', 'fulles', 'pebrot']"
Sopa de tomàquet picant,mitjana,mitjana,tebi,primer,informal,5.0,['totes'],['estiu'],"['tomàquet', 'nata', 'sucre', 'pebre blanc', 'sal', 'all', 'pebre vermell']"
Gnocchi d’espinacs i ricotta,alta,alta,tebi,segon,formal,6.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['espinacs', 'ricotta', 'sal', 'pebre', 'nou moscada', 'ou', 'formatge parmesà', 'farina', 'mantega']"
Lasanya d’espinacs i ricotta,alta,alta,tebi,segon,formal,6.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['estiu'],"['tomàquet', 'all', 'oli', 'ricotta', 'ou', 'espinacs', 'pasta', 'mozzarella']"
Calzones d’espinacs,mitjana,mitjana,tebi,segon,formal,6.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['ricotta', 'ou', 'espècies', 'mozzarella', 'parmesà', 'espinacs', 'sal', 'pebre', 'massa']"
Bunyols d’espinacs,mitjana,mitjana,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['iogurt', 'farina', 'ou', 'llevat químic', 'all', 'oli', 'sal', 'pebre']"
Fufu d’espinacs,mitjana,baixa,fred,primer,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['espinacs', 'aigua', 'farina de civada']"
Espaguetis pesto d’espinacs i bolets,mitjana,mitjana,calent,segon,formal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['espaguetis', 'oli', 'espinacs', 'bolets', 'sal', 'pebre', 'pesto', 'formatge parmesà']"
Pakoras d’espinacs,alta,alta,calent,primer,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina de cigró', 'oli', 'xili', 'gingebre', 'sal', 'pebre', 'espinacs']"
Linguine al pesto d’espinacs,mitjana,alta,tebi,segon,formal,6.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['linguine', 'espinacs', 'all', 'oli', 'feta', 'olives', 'pesto', 'pollastre']"
Pastís d’espinacs (Pascualina),gran,alta,tebi,postres,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ceba', 'espinacs', 'nou moscada', 'formatge', 'ou', 'massa', 'oli', 'sal', 'pebre']"
Amanida d’espinacs,mitjana,baixa,fred,primer,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'vinagre', 'pebre', 'mostassa', 'paprika', 'sucre', 'espinacs', 'ou', 'bacon', 'ceba']"
Pèsols partits cuits,petita,baixa,calent,primer,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pèsols', 'aigua']"
Pastís esponjós I,mitjana,mitjana,fred,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'farina', 'llevat químic', 'sucre', 'mantega', 'vainilla', 'colorant', 'melmelada', 'glassa']"
Pastís esponjós II,gran,alta,tebi,postres,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sucre', 'mantega', 'ou', 'vainilla', 'farina', 'llevat químic', 'melmelada', 'glassa']"
Spoonbread,mitjana,mitjana,calent,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llet', 'farina de blat de moro', 'pebre', 'espècies', 'ceba tendra', 'sal', 'ou', 'formatge']"
Springerle,mitjana,mitjana,tebi,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'sucre', 'farina', 'llevat químic', 'anís']"
Galetes alemanyes Spritz,mitjana,mitjana,tebi,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'sucre llustre', 'ou', 'vainilla', 'farina', 'sal', 'llevat químic']"
Amanida de brots,mitjana,mitjana,fred,primer,informal,4.5,['totes'],['estiu'],"['alfàbrega', 'bacon', 'tomàquet', 'api', 'oli', 'vinagre']"
Farinetes de civada i llenties amb sriracha,mitjana,mitjana,tebi,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llenties', 'flocs de civada', 'brou', 'sal']"
Pastís Stargazy,mitjana,alta,calent,postres,formal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['peix', 'massa', 'julivert', 'sal', 'pebre', 'pa ratllat', 'bacon', 'vinagre', 'mantega']"
Pastís de vedella i cervesa,alta,alta,calent,segon,formal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'oli', 'ceba', 'farina', 'worcestershire', 'herbes', 'mustassa', 'llorer', 'sal', 'pebre', 'brou', 'cerveza', 'massa']"
Púding de vedella i ronyons,alta,alta,calent,segon,informal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'ronyó', 'sal', 'pebre', 'massa de suet']"
Vedella amb bolets,mitjana,mitjana,calent,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['bolets', 'mantega', 'vedella', 'sal', 'pebre', 'oli', 'all', 'ceba']"
Saltejat de vedella amb pebre,alta,mitjana,tebi,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'sal', 'pebre', 'soia', 'oli de cacauet', 'pebrot', 'gingebre', 'all']"
Vedella amb pebres,mitjana,mitjana,calent,segon,informal,5.5,['totes'],['estiu'],"['ceba', 'pebrot', 'oli', 'vedella', 'tomàquet', 'capers', 'alfàbrega', 'sal', 'pebre']"
Filet al pebre (Steak au Poivre),mitjana,mitjana,calent,segon,formal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sal', 'vedella', 'pebre', 'conyac', 'nata', 'mantega', 'oli']"
Enchiladas de vedella,alta,alta,tebi,segon,informal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'oli', 'sal', 'pebre', 'comí', 'chipotle', 'ketchup', 'formatge']"
Sandvitx calent de vedella,mitjana,baixa,fred,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'pa', 'mantega', 'formatge']"
Sandvitxos de bistec,mitjana,mitjana,calent,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'formatge', 'bacon', 'pa']"
Tacs de bistec,mitjana,mitjana,fred,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'vedella', 'cilantro', 'ceba', 'llimona', 'salsa', 'tortilla']"
Steak tàrtar,mitjana,alta,tebi,segon,formal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'rovell d’ou', 'worcestershire', 'mostassa', 'pebre', 'ceba', 'pa']"
Amanida de vedella cansalada i ruca,alta,mitjana,fred,primer,formal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['rúcula', 'vedella', 'sal', 'pebre', 'oli', 'vinagre', 'mostassa', 'bacon']"
Paninis de vedella cansalada i gruyère,alta,mitjana,tebi,segon,formal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'sal', 'pebre', 'pa', 'oli', 'gruyère', 'bacon']"
Sopar estil “Steakhouse”,alta,alta,tebi,segon,formal,7.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'romaní', 'farigola', 'sal', 'pebre', 'oli', 'mantega', 'patata', 'espècies', 'pebrot', 'vi', 'amanida']"
Carxofa al vapor,mitjana,baixa,calent,primer,formal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sal', 'oli', 'carxofa', 'llimona', 'julivert', 'all', 'vi']"
Arròs basmati al vapor,mitjana,baixa,tebi,primer,formal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs', 'aigua', 'mantega', 'sal', 'llimona', 'safrà']"
Panets al vapor amb porc barbacoa,alta,mitjana,tebi,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['porc', 'salsa', 'soia', 'oli', 'sucre', 'teriyaki', 'xili', 'farina', 'llevat', 'llet', 'grassa', 'sal']"
Porc al vapor amb fulles de mostassa,alta,mitjana,tebi,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mostassa', 'farina', 'sucre', 'soia', 'vi ranci', 'porc', 'oli', 'salsa', 'pebre']"
Arròs al vapor,mitjana,baixa,tebi,primer,formal,4.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['arròs', 'aigua', 'sal']"
Salmó al vapor,baixa,baixa,calent,segon,formal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['salmó', 'aigua', 'sal']"
Arròs dolç al vapor,alta,mitjana,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs glutinós', 'aigua']"
Bao de tonyina al vapor,alta,alta,tebi,segon,formal,6.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['hivern', 'tardor']","['farina', 'farina d’arròs', 'midó', 'llevat', 'mel', 'llet', 'oli', 'sucre', 'tonyina', 'pinya', 'salsa', 'cacauets']"
Ostres estofades I,mitjana,mitjana,calent,segon,formal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ostres', 'mantega', 'nata', 'nou moscada', 'llorer', 'sal', 'pebre']"
Ostres estofades II,mitjana,mitjana,tebi,segon,formal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ostres', 'mantega', 'farina', 'nata', 'sal', 'nou moscada', 'pebre']"
Maki vegà estofat,mitjana,alta,tebi,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pastanaga', 'ceba', 'api', 'daikon', 'misso', 'sake', 'aigua', 'vinagre', 'wasabi', 'arròs', 'algues']"
Púding de dàtils enganxós,alta,alta,tebi,postres,formal,6.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['sucre', 'aigua', 'dàtils', 'bicarbonat', 'farina', 'sal', 'espècies', 'ou', 'oli', 'nata']"
Púding de toffee amb dàtils,alta,alta,tebi,postres,formal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'mantega', 'sucre', 'ou', 'dàtils', 'aigua', 'bicarbonat', 'vainilla', 'nata', 'margarina']"
Púding de toffee sense dàtils,alta,alta,tebi,postres,formal,6.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat químic', 'cúrcuma', 'nou moscada', 'sucre', 'mantega', 'ou', 'nous', 'nata']"
Saltejat de marisc amb fideus,mitjana,mitjana,calent,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['fideus', 'oli', 'all', 'boles de peix', 'gambes', 'col', 'ceba tendra', 'germans de soja', 'soia', 'sal', 'sucre', 'pebre', 'ceba fregida']"
Espaguetis de pollastre saltejats,alta,alta,calent,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'ceba', 'gingebre', 'all', 'brou', 'curry', 'herbes', 'pebrot', 'pollastre', 'sal', 'espaguetis']"
Espaguetis jollof saltejats,mitjana,mitjana,tebi,segon,informal,5.5,['totes'],['estiu'],"['tomàquet', 'gingebre', 'all', 'pebrot', 'espaguetis', 'oli', 'ceba', 'pastanaga', 'espècies', 'sal']"
Gambes saltejades amb bròquil,mitjana,mitjana,calent,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'all', 'gambes', 'bròquil', 'sal', 'salsa d’ostres']"
Verdures saltejades amb ou escaldat,alta,mitjana,tebi,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ceba', 'oli', 'all', 'bolets', 'pebrot', 'xili', 'col', 'cilantro', 'salsa picant', 'ou', 'vinagre']"
Stollen alemany,alta,alta,tebi,postres,formal,6.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['panses', 'raïm sec', 'cascara de cítrics', 'cireres', 'alcohol', 'llevat', 'aigua', 'sucre', 'llet', 'llimona', 'ou', 'mantega', 'farina', 'ametlles']"
Estofat flamenc de vedella (Stoofvlees),mitjana,alta,tebi,segon,formal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'pebre', 'sal', 'vedella', 'mantega', 'ceba', 'cervesa', 'llorer', 'farigola', 'mostassa', 'vinagre']"
Macarrons amb formatge a la cassola,mitjana,mitjana,calent,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['macarrons', 'nata', 'mantega', 'farina', 'formatges', 'ou']"
Estofat escocès de patates (Stovies),mitjana,baixa,fred,segon,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['patata', 'greix de vedella', 'ceba', 'carn', 'julivert', 'sal', 'pebre', 'espècies']"
Sopa stracciatella I,mitjana,mitjana,calent,primer,formal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['brou', 'ou', 'formatge parmesà', 'julivert', 'pebre', 'nou moscada', 'sèmola', 'pebre vermell']"
Sopa stracciatella II,mitjana,mitjana,tebi,primer,formal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['brou', 'ou']"
Batut de maduixa i plàtan,baixa,baixa,fred,postres,informal,3.5,['totes'],"['hivern', 'tardor']","['maduixa', 'plàtan', 'suc de poma', 'iogurt', 'gel', 'mel']"
Pastís de nata i maduixa,baixa,mitjana,fred,postres,formal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['nata', 'sucre', 'massa', 'maduixa']"
Daiquiri de maduixa,baixa,baixa,fred,postres,informal,4.0,['totes'],"['estiu', 'primavera']","['suc de maduixa', 'sucre', 'ron', 'schnapps', 'llimona', 'gel', 'nata', 'maduixa']"
Bunyols de maduixa,mitjana,mitjana,tebi,postres,formal,5.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'pa ratllat', 'sucre', 'ou', 'formatge fresc', 'farina', 'maduixa']"
Mousse de formatge fresc amb maduixa,alta,alta,fred,postres,formal,5.5,['totes'],"['estiu', 'primavera']","['formatge fresc', 'sucre', 'ou', 'iogurt', 'gel', 'maduixa']"
Iogurt gelat de maduixa,mitjana,mitjana,fred,postres,formal,5.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['maduixa', 'iogurt', 'llimona', 'sucre', 'licor']"
Granissat italià de maduixa,mitjana,mitjana,fred,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['maduixa', 'sucre', 'llimona', 'gel']"
Batut de maduixa,baixa,baixa,fred,postres,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['gelat', 'llet', 'nata', 'maduixa']"
Pastís de maduixa,gran,alta,tebi,postres,formal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['massa', 'maduixa', 'aigua', 'sucre', 'llimona', 'nata']"
Pastís de maduixa i ruibarbre,alta,alta,fred,postres,formal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['massa', 'ruibarbre', 'maduixa', 'sucre', 'midó', 'sal']"
Shortcake de maduixa,alta,alta,tebi,postres,formal,6.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat químic', 'sal', 'sucre', 'llet', 'mantega', 'maduixa', 'glassa', 'nata']"
Pastís ràpid de maduixa,mitjana,mitjana,tebi,postres,informal,5.0,['totes'],"['estiu', 'primavera']","['marshmallows', 'maduixa', 'gelatina', 'farina', 'sucre', 'llevat químic', 'sal', 'grassa', 'llet', 'ou', 'vainilla']"
Lassi de maduixa i vainilla,baixa,baixa,fred,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['maduixa', 'sucre', 'vainilla', 'gelat', 'aigua', 'llimona', 'iogurt']"
Filet amb salsa de crema al pebre,alta,alta,calent,segon,formal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'sal', 'pebre', 'mantega', 'oli', 'brou', 'nata', 'worcestershire']"
Moniatos confitats forts,mitjana,mitjana,fred,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['moniato', 'sucre', 'espècies', 'aigua', 'brandi', 'nou moscada', 'canyella']"
Stroopwafels,alta,alta,tebi,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llevat', 'aigua', 'farina', 'mantega', 'canyella', 'sucre', 'ou', 'melassa', 'fruits secs']"
Strudel,alta,alta,calent,postres,formal,6.0,['totes'],"['hivern', 'tardor']","['poma', 'canyella', 'sucre', 'mantega', 'massa filo']"
Struffoli napolitans amb mel,alta,alta,calent,postres,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'oli', 'llevat', 'sucre', 'vi ranci', 'farina', 'mel', 'piruleta']"
Hamburgueses farcides,alta,alta,calent,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carn', 'bacon', 'formatge', 'ceba', 'all', 'sal', 'pebre', 'mantega', 'pa']"
Carbassó farcit,mitjana,mitjana,tebi,segon,informal,5.0,['totes'],['estiu'],"['carbassó', 'ceba', 'all', 'oli', 'pebrot', 'tomàquet', 'herbes', 'arròs', 'mostassa', 'formatge cheddar']"
Crancs farcits (Casquinha de Siri),mitjana,alta,calent,segon,formal,6.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['estiu'],"['cranc', 'oli', 'tomàquet', 'oli de palma', 'llet de coco', 'julivert', 'ceba tendra', 'farina', 'pa ratllat', 'formatge parmesà', 'sal', 'pebre']"
Pit d’ànec farcit amb col i mandonguilles,mitjana,alta,tebi,segon,formal,6.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['hivern', 'tardor']","['col', 'ceba', 'sucre', 'vinagre', 'sal', 'pebre', 'ànec', 'herbes', 'poma', 'pa', 'ou', 'llet', 'nou moscada', 'julivert']"
Torrades farcides,mitjana,mitjana,tebi,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['brioche', 'ou', 'formatge fresc', 'sal', 'mantega', 'nata', 'sucre', 'vainilla']"
Fulles de parra farcides,mitjana,mitjana,tebi,primer,formal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs', 'cúrcuma', 'pebre', 'sal', 'menta', 'raïm sec', 'julivert', 'ceba', 'oli', 'llimona']"
Pits de pollastre a la graella farcits,mitjana,mitjana,calent,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'herbes', 'mostassa', 'farciment']"
Carabassa kabocha farcida,alta,alta,tebi,segon,formal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli de cacauet', 'ceba tendra', 'gingebre', 'xili', 'tempeh', 'soia', 'arròs', 'carabassa']"
Bolets farcits de cranc,mitjana,mitjana,calent,segon,formal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['bolets', 'sopa de verdures', 'cranc', 'nata', 'pa ratllat', 'julivert', 'sal', 'pebre', 'oli']"
Pebrots farcits,mitjana,mitjana,tebi,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs', 'carn', 'pebrot', 'ou', 'sal', 'pebre', 'paprika', 'oli']"
Pebrots vegetarians farcits,mitjana,mitjana,tebi,primer,informal,5.0,['totes'],['estiu'],"['arròs', 'pebrot', 'aigua', 'brou', 'tomàquet', 'sal', 'pebre', 'paprika', 'julivert', 'formatge', 'ceba', 'all', 'olives']"
Rostit de porc farcit,alta,alta,tebi,segon,formal,6.5,['totes'],"['hivern', 'tardor']","['porc', 'sal', 'mel', 'suc de poma', 'pa de blat de moro', 'poma', 'fruits secs', 'ou', 'pebre', 'mostassa']"
Bolets portobello farcits,mitjana,mitjana,calent,primer,formal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['bolets', 'vinagre', 'all', 'ou', 'formatge fresc', 'formatge mozzarella', 'pa ratllat', 'sal', 'pebre']"
Carbassa farcida,alta,alta,tebi,segon,formal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carbassa', 'oli', 'arròs', 'oli d’ametlla', 'fruits secs', 'pebre', 'sal', 'ceba', 'pebrot', 'aigua', 'all', 'formatge']"
Tomàquets farcits,mitjana,mitjana,tebi,primer,informal,5.0,['totes'],['estiu'],"['tomàquet', 'bolets', 'ceba', 'herbes', 'pebre', 'all', 'sal', 'oli']"
Carbassons farcits,mitjana,mitjana,calent,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['zucchini', 'oli', 'espinacs', 'ceba', 'bolets', 'ou', 'pebre', 'sal', 'paprika', 'all']"
Farcit tradicional (stuffing),mitjana,mitjana,fred,primer,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ceba', 'herbes', 'sàlvia', 'pa', 'all', 'oli']"
Succotash,gran,alta,tebi,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['faves', 'espiga de blat', 'porc salat', 'sucre', 'mantega', 'pebre']"
Ful medames sudanès,mitjana,mitjana,tebi,primer,informal,4.5,['totes'],['estiu'],"['faves', 'aigua', 'all', 'oli', 'llimona', 'comí', 'coriandre', 'sal']"
Pastís de sucre,mitjana,mitjana,calent,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['massa', 'mantega', 'midó', 'sucre', 'llet', 'nata', 'canyella', 'nou moscada']"
Sukiyaki japonès,mitjana,alta,tebi,segon,formal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'col napa', 'ceba tendra', 'tofu', 'bolets', 'espinacs', 'fideus', 'soia', 'sake', 'sucre', 'aigua']"
Verdures africanes Sukuma Wiki,mitjana,mitjana,tebi,segon,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'ceba', 'all', 'tomàquet', 'coriandre', 'paprika', 'curry', 'carn', 'boulon', 'col', 'xile', 'llimona']"
Púding d’estiu,mitjana,mitjana,tebi,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['maduixa', 'mora', 'grossella', 'llim', 'pa', 'sucre', 'llimona', 'menta']"
Rotllets d’estiu,baixa,baixa,fred,primer,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['galetes d’arròs', 'gamba', 'porc', 'vermicell', 'cogombre', 'herbes', 'aigua']"
Pastís d’enciams en vinagre (Sunglow),mitjana,mitjana,calent,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'sucre', 'canyella', 'nou moscada', 'vainilla', 'midó', 'nata', 'melmelada', 'massa']"
Pastís Sunshine,mitjana,mitjana,tebi,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'sucre', 'farina', 'llimona', 'vainilla']"
Batut escumós,baixa,baixa,fred,postres,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['locust bean gum', 'inulina', 'suero', 'llet']"
Pa de blat de moro humit,baixa,mitjana,calent,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina de blat de moro', 'farina', 'llevat químic', 'llevat de sodi', 'sucre morè', 'llet', 'iogurt', 'ou', 'mantega']"
Estofat de quimbombó gambià,mitjana,mitjana,tebi,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'peix fumat', 'ceba', 'pebre', 'okra', 'oli de palma', 'sal']"
Saltejat de carn somali Suqaar,alta,alta,tebi,segon,informal,6.0,['totes'],['estiu'],"['carn', 'oli', 'ceba', 'all', 'tomàquet', 'pebrot', 'comí', 'coriandre', 'curri', 'cayena', 'sal']"
