nom_plat,mida_racio,complexitat,temperatura,te_ordre,formalitat,preu_cost,apte_esdeveniment,disponibilitat,ingredients,categoria,procedencia_plat
Fruita de palma amb xarop,mitjana,mitjana,tebi,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['fruita de palma', 'sucre', 'aigua', 'pandan', 'gel']", fresc_fruita_gelat, Sud-est asiàtic
Fulles de blat de moro algerianes (M'semen),mitjana,mitjana,tebi,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sèmola', 'sucre', 'sal', 'llevat', 'aigua', 'oli']", pastisseria, Algèria
Galeta de coco nigeriana (Gurudi),petita,mitjana,tebi,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['coco', 'sucre', 'midó', 'nou moscada']", pastisseria, Nigèria
Galeta de gingebre de Nuremberg,mitjana,mitjana,tebi,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mel', 'sucre', 'farina', 'clau', 'nou moscada', 'cardamom', 'canyella', 'pell de llimona', 'avellanes', 'essència de llimona', 'essència de taronja', 'oblea de pa de pessic']", pastisseria, Alemanya
Galeta de mantega (Shortbread),mitjana,mitjana,tebi,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sal', 'mantega', 'sucre']", pastisseria, Escòcia
Galeta de mes (Ka'ak),petita,mitjana,tebi,postres,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['aigua', 'oli', 'mantega', 'farina', 'llevat', 'sucre', 'sal', 'sèsam', 'comí', 'orenga', 'espècies', 'ou']", pastisseria, Orient Mitjà
Galeta d’espècies fusió sense gluten,petita,baixa,tebi,postres,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sucre', 'ou', 'greix', 'farina sense gluten', 'espècies']", pastisseria, Europa occidental
Galeta jueva Matzo,petita,mitjana,calent,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']",['matzà'], pastisseria, Comunitat jueva
Galetes alemanyes d’estrella amb canyella (Zimtsterne),mitjana,mitjana,calent,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['clara d’ou', 'sucre llustre', 'canyella', 'ametlles', 'avellanes', 'pell de llima']", pastisseria, Alemanya
Galetes alemanyes Spritz,mitjana,mitjana,tebi,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'sucre llustre', 'ou', 'vainilla', 'farina', 'sal', 'llevat químic']", pastisseria, Alemanya
Galetes amb llet,petita,baixa,fred,postres,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['galetes', 'llet']", lacti_suau, Europa occidental
Galetes amb melmelada (Thumbprint),mitjana,mitjana,calent,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'sucre', 'ou', 'vainilla', 'farina', 'llevat químic', 'melmelada']", pastisseria, Europa occidental
Galetes amb tres xocolates,mitjana,mitjana,tebi,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'sucre', 'ou', 'farina', 'cacau', 'bicarbonat', 'sal', 'xips de xocolata']", xoco_intens, Estats Units
Galetes amb xips de xocolata I,mitjana,mitjana,tebi,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'sucre', 'ous', 'vainilla', 'farina', 'llevat químic', 'sal', 'xips de xocolata', 'nous']", xoco_intens, Estats Units
Galetes amb xips de xocolata II,mitjana,mitjana,tebi,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'mantega', 'ou', 'vainilla', 'llevat químic', 'sal', 'xips de xocolata']", xoco_intens, Estats Units
Galetes amb xips de xocolata III,gran,mitjana,tebi,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'sucre', 'ouss', 'vainilla', 'farina', 'sal', 'llevat químic', 'xips de xocolata']", xoco_intens, Estats Units
Galetes amb xips de xocolata IV,gran,mitjana,tebi,postres,formal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sucre', 'sucre morè', 'sal', 'mantega', 'ou', 'vainilla', 'farina', 'llevat químic', 'trossos de xocolata']", xoco_intens, Estats Units
Galetes bizcochito I (anís i canyella),petita,alta,tebi,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['greix', 'sucre', 'anís', 'ou', 'farina', 'llevat químic', 'sal', 'canyella']", pastisseria, Espanya
Galetes bizcochito II (anís i canyella),petita,alta,tebi,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'sucre', 'ou', 'llet', 'farina', 'llevat químic', 'anís', 'canyella']", pastisseria, Espanya
Galetes craquelades de xocolata,mitjana,alta,tebi,postres,formal,5.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['oli vegetal', 'xocolata', 'sucre', 'ou', 'vainilla', 'farina', 'llevat', 'sal', 'sucre llustre']", xoco_intens, Estats Units
Galetes cruixents de gingebre (Ginger Snaps),alta,alta,tebi,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'melassa', 'sucre morè', 'canyella', 'espècies', 'farina']", pastisseria, Estats Units
Galetes cruixents de vainilla,mitjana,mitjana,tebi,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'greix', 'sucre', 'sal', 'vainilla', 'ou', 'farina']", pastisseria, Europa occidental
Galetes de cacauet,baixa,baixa,tebi,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega de cacauet', 'sucre blanc', 'sucre morè', 'mantega', 'ou', 'vainilla', 'farina', 'sal', 'bicarbonat']", pastisseria, Estats Units
Galetes de cacauet sense ou,baixa,baixa,calent,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega de cacauet', 'mel', 'sal', 'oli', 'sucre morè', 'vainilla', 'farina integral']", pastisseria, Estats Units
Galetes de carbassa amb xips de xocolata,mitjana,mitjana,tebi,postres,informal,4.5,['totes'],['tardor'],"['oli vegetal', 'ou', 'sucre', 'carbassa', 'farina', 'canyella', 'nou moscada', 'bicarbonat', 'clau', 'fruits secs', 'civada', 'xocolata']", pastisseria, Estats Units
Galetes de civada,mitjana,mitjana,tebi,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'avena', 'sucre', 'melassa', 'mantega']", pastisseria, Estats Units
Galetes de civada amb xocolata I,petita,baixa,calent,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'greix', 'sucre morè', 'llet', 'vainilla', 'sal', 'farina', 'llevat químic', 'canyella', 'avena', 'xips de xocolata', 'nous']", xoco_intens, Estats Units
Galetes de civada amb xocolata II,petita,mitjana,tebi,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'sucre morè', 'sucre blanc', 'aigua', 'ou', 'vainilla', 'farina', 'bicarbonat', 'xips de xocolata', 'avena']", xoco_intens, Estats Units
Galetes de civada amb xocolata III,petita,mitjana,calent,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'sucre blanc', 'sucre morè', 'ou', 'vainilla', 'sal', 'bicarbonat', 'farina', 'avena', 'xips de xocolata']", xoco_intens, Estats Units
Galetes de civada I,petita,mitjana,calent,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['greix', 'sucre morè', 'sucre blanc', 'ou', 'aigua', 'vainilla', 'avena', 'farina', 'bicarbonat', 'sal', 'panses']", pastisseria, Estats Units
Galetes de civada i panses,mitjana,mitjana,tebi,postres,informal,4.5,['totes'],"['hivern', 'tardor']","['greix', 'sucre morè', 'ou', 'aigua', 'vainilla', 'avena', 'farina', 'bicarbonat', 'sal', 'canyella', 'panses', 'nous']", pastisseria, Estats Units
Galetes de civada II,petita,mitjana,calent,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'sucre morè', 'aigua', 'vainilla', 'avena', 'farina', 'sal', 'bicarbonat']", pastisseria, Estats Units
Galetes de coco,petita,mitjana,tebi,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sucre', 'clara d’ou', 'coco']", pastisseria, Llatinoamèrica
Galetes de crema (Custard Creams),petita,alta,tebi,postres,formal,5.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'bicarbonat', 'mantega', 'sucre', 'vainilla', 'ou', 'crema pastissera']", lacti_suau, Regne Unit
Galetes de gingebre,mitjana,mitjana,tebi,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'mantega', 'sucre', 'gingebre', 'ou', 'llet']", pastisseria, Europa occidental
Galetes de gingebre amb mel,petita,mitjana,calent,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'mantega', 'sucre llustre', 'mel', 'ou', 'canyella', 'bicarbonat', 'all', 'clara d'ou']", pastisseria, Europa central
Galetes de gingebre cruixents,petita,mitjana,tebi,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sucre morè', 'melassa', 'gingebre', 'canyella', 'sal', 'bicarbonat', 'mantega', 'ou', 'farina']", pastisseria, Estats Units
Galetes de gingebre toves,petita,mitjana,tebi,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'sucre morè', 'ou', 'melassa', 'llevat químic', 'farina', 'canyella', 'gingebre', 'clau', 'sal']", pastisseria, Estats Units
Galetes de llet de mantega,mitjana,mitjana,tebi,postres,formal,4.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat', 'sal', 'sucre', 'greix vegetal', 'llet agra', 'mantega']", pastisseria, Estats Units
Galetes de llevat en pols,petita,mitjana,calent,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat químic', 'sal', 'greix', 'llet']", pastisseria, Estats Units
Galetes de mantega torrada,petita,mitjana,tebi,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'sucre llustre', 'ou', 'vainilla', 'farina']", pastisseria, Estats Units
Galetes de melassa,mitjana,alta,tebi,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vinagre', 'llet', 'sucre', 'greix', 'ou', 'melassa', 'farina', 'llevat químic', 'espècies']", pastisseria, Estats Units
Galetes de merenga amb xips de xocolata,petita,alta,tebi,postres,formal,5.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['sal', 'crema', 'clara d’ou', 'sucre', 'vainilla', 'xocolata']", xoco_intens, França
Galetes de merenga I,petita,mitjana,tebi,postres,formal,4.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['clara d’ou', 'sucre llustre', 'llimona', 'vainilla']", lacti_suau, França
Galetes de merenga II,petita,mitjana,tebi,postres,formal,4.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']",['merenga'], lacti_suau, França
Galetes de mitja lluna de vainilla (Kifli),alta,alta,tebi,postres,formal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'sucre', 'vainilla', 'ou', 'farina', 'xocolata']", pastisseria, Europa central
Galetes de Nadal amb canyella,mitjana,mitjana,tebi,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina d’ametlla', 'mantega', 'sucre llustre', 'farina de blat', 'ou', 'vainilla', 'canyella', 'sal']", pastisseria, Alemanya
Galetes de nata,petita,alta,tebi,postres,formal,5.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'mantega', 'nata']", lacti_suau, Espanya
Galetes de pa de gingebre amb glaça real,mitjana,alta,tebi,postres,formal,5.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'bicarbonat', 'gingebre', 'espècies', 'sal', 'mantega', 'sucre morè', 'mel', 'ou', 'glaçat real']", pastisseria, Estats Units
Galetes de sucre morè i nou moscada,mitjana,mitjana,tebi,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'nata', 'llevat químic', 'nou moscada', 'oli', 'sucre morè', 'ou', 'vainilla']", pastisseria, Europa occidental
Galetes de tahina,mitjana,mitjana,tebi,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['tahina', 'mel', 'canyella', 'civada', 'nous']", pastisseria, Orient Mitjà
Galetes de xocolata amb fudge (Saucepan Fudge Crackle Cookies),petita,mitjana,tebi,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat químic', 'sal', 'margarina', 'xocolata', 'sucre', 'ou', 'vainilla', 'nous', 'sucre']", xoco_intens, Estats Units
Galetes de xocolata amb toffee i mantega torrada,gran,alta,tebi,postres,formal,6.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'sucre morè', 'sal', 'oli', 'aigua', 'sucre', 'xocolata', 'farina', 'nous', 'ou', 'vainilla', 'bicarbonat']", xoco_intens, Estats Units
Galetes de xocolata sense gluten,mitjana,mitjana,tebi,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'sucre', 'ou', 'vainilla', 'farina de blat de moro', 'xocolata', 'llevat químic', 'xanthan gum']", xoco_intens, Europa occidental
Galetes d’avena i xocolata sense forn,mitjana,mitjana,tebi,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['cacau', 'llet', 'civada', 'sucre', 'mantega', 'vainilla', 'cacauet']", xoco_intens, Estats Units
Galetes d’avena nigerianes,mitjana,mitjana,tebi,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['civada', 'farina', 'sal', 'ou', 'llet', 'aigua', 'pastanaga', 'pèsols', 'salsitxa', 'plàtan', 'oli']", pastisseria, Nigèria
Galetes fines (Rich Biscuits),petita,mitjana,tebi,postres,formal,4.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat químic', 'sal', 'mantega', 'llet']", pastisseria, Regne Unit
Galetes gal·leses,mitjana,mitjana,calent,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'mantega', 'sucre', 'ou', 'fruita seca', 'espècies']", pastisseria, Gal·les
Galetes I,mitjana,mitjana,calent,postres,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'greix', 'ou', 'llet']", pastisseria, Europa occidental
Galetes II,mitjana,mitjana,tebi,postres,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sal', 'llevat químic', 'mantega', 'llet']", pastisseria, Europa occidental
Galetes III,mitjana,mitjana,tebi,postres,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'mantega', 'ou', 'llet']", pastisseria, Europa occidental
Galetes Lady Finger (Savoiardi),petita,alta,tebi,postres,formal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat químic', 'sucre', 'oli', 'ou', 'llimona', 'sucre llustre', 'vainilla']", pastisseria, Itàlia
Galetes molt senzilles,mitjana,baixa,calent,postres,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sucre', 'mantega', 'farina', 'xocolata', 'civada']", pastisseria, Europa occidental
Galetes Nastar amb melmelada de pinya,petita,alta,tebi,postres,formal,5.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['hivern', 'tardor']","['pinya', 'sucre', 'canyella', 'margarina', 'farina', 'rovell d’ou', 'vainilla', 'formatge', 'panses']", pastisseria, Indonèsia
Galetes rocoses,mitjana,mitjana,tebi,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sal', 'llevat químic', 'mantega', 'sucre', 'panses', 'espècies', 'ou', 'fruita confitada']", pastisseria, Regne Unit
Galetes Snickerdoodles (Boston Globe),mitjana,mitjana,calent,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'sucre', 'llet', 'farina', 'ou', 'llevat químic', 'sucre', 'canyella']", pastisseria, Estats Units
Galetes toves de sucre,mitjana,mitjana,calent,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'greix', 'vainilla', 'sucre', 'sal', 'llevat químic', 'farina']", pastisseria, Estats Units
Galetes veganes amb xips de xocolata,mitjana,mitjana,calent,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['grassa vegetal', 'margari', 'sucre morè', 'plàtan', 'xips de xocolata', 'llevat químic', 'sal', 'farina']", xoco_intens, Estats Units
Gelat de vainilla (amb crema),alta,alta,tebi,postres,formal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llet', 'sucre', 'nata', 'rovell d’ou', 'vainilla']", fresc_fruita_gelat, França
Gelat de vainilla (sense ou),baixa,baixa,fred,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llet', 'nata', 'sucre', 'vainilla']", fresc_fruita_gelat, França
Gelat indi,petita,baixa,fred,postres,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","[‘llavors’, ‘aigua’]", fresc_fruita_gelat, Índia
Gelat indi (Kulfi),mitjana,alta,tebi,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llet', 'sucre', 'cardamom', 'pistatxos', 'ametlles']", lacti_suau, Índia
Gelatina arc de Sant Martí,petita,alta,fred,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['aigua', 'gelatina', 'nata agra']", fresc_fruita_gelat, Estats Units
Gelatina de poma,mitjana,mitjana,tebi,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['poma', 'sucre', 'aigua', 'gelatina']", fresc_fruita_gelat, Europa occidental
Germknödel (nyoquis dolços de pruna i rosella),alta,alta,calent,postres,formal,6.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['llevat', 'farina', 'sal', 'sucre', 'mantega', 'llet', 'ou', 'essència', 'gema', 'melmelada', 'rosella', 'farina de rosella']", pastisseria, Àustria
Gibanica eslovena (strudel en capes),gran,alta,tebi,postres,informal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'oli', 'aigua', 'greix', 'sucre', 'nous', 'raïm', 'coco', 'formatge', 'poma', 'espècies', 'melmelada', 'nata']", pastisseria, Eslovènia
Gofres de civada i plàtan,mitjana,mitjana,tebi,postres,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['avena', 'aigua', 'plàtan', 'llet en pols', 'oli', 'sal']", pastisseria, Estats Units
Gofres integrals,mitjana,baixa,tebi,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina integral', 'germ de blat', 'sucre', 'llevat químic', 'nou moscada', 'sal', 'llet', 'oli', 'ou']", pastisseria, Europa occidental
Gofres prims,mitjana,baixa,tebi,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'sucre', 'farina', 'mantega']", pastisseria, Bèlgica
Gofres sense gluten,mitjana,alta,tebi,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'llet', 'farina sense gluten', 'llevat químic', 'sucre', 'sal', 'oli']", pastisseria, Europa occidental
Gofres senzills,mitjana,baixa,fred,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sucre', 'llevat químic', 'llet', 'oli vegetal', 'sal', 'ou', 'farina']", pastisseria, Bèlgica
Grits de hominy,mitjana,mitjana,calent,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['aigua', 'hominy', 'mantega', 'sucre']", lacti_suau, Estats Units
Halwa d’azuki (púding de mongetes mung),mitjana,alta,tebi,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mongetes', 'aigua', 'sucre', 'ghee', 'farina', 'espècies', 'nous']", pastisseria, Índia
Hamburguesa de cacauet nigeriana,mitjana,alta,calent,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['cacauets torrats', 'farina', 'farina de blat de moro', 'sucre', 'llevat químic', 'canyella', 'oli']", pastisseria, Nigèria
Iogurt bàtic amb safrà i cardamom,petita,alta,tebi,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","[‘llet condensada’, ‘iogurt’, ‘pistatxos’, ‘raïm sec’, ‘sucre’, ‘aigua’, ‘pell de cítric’, ‘llimona’, ‘espècies’, ‘figues’]", lacti_suau, Índia
Iogurt dolç bengalí (Mishti Doi),petita,alta,fred,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llet', 'sucre', 'iogurt']", lacti_suau, Índia
Iogurt gelat de maduixa,mitjana,mitjana,fred,postres,formal,5.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['maduixa', 'iogurt', 'llimona', 'sucre', 'licor']", fresc_fruita_gelat, Europa occidental
Kele Ka Halwa (plàtans fregits amb llet),mitjana,alta,tebi,postres,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","[‘anacards’, ‘ametlles’, ‘ghee’, ‘llet’, ‘plàtan’]", lacti_suau, Índia
Kesari (púding de sèmola del sud de l’Índia),mitjana,alta,calent,postres,informal,5.5,['totes'],"['hivern', 'tardor']","['aigua', 'safrà', 'llet', 'sèmola', 'sucre', 'pinya', 'cardamoma', 'ghee', 'anacards', 'panses']", pastisseria, Índia
Koeksisters (pa fregit braçat amb xarop),mitjana,alta,tebi,postres,informal,5.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['sucre', 'aigua', 'canyella', 'crema', 'llimona', 'farina', 'llevat', 'mantega', 'llet']", pastisseria, Sud-àfrica
Lassi de maduixa i vainilla,baixa,baixa,fred,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['maduixa', 'sucre', 'vainilla', 'gelat', 'aigua', 'llimona', 'iogurt']", fresc_fruita_gelat, Índia
Lassi de mango dolç,baixa,baixa,fred,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mango', 'iogurt', 'llet', 'sucre']", fresc_fruita_gelat, Índia
Lassi dolç,baixa,baixa,fred,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['iogurt', 'aigua', 'sucre', 'cardamom', 'rosa', 'gel']", lacti_suau, Índia
Latkes jueus,petita,alta,calent,postres,informal,4.5,['totes'],"['hivern', 'tardor']","['patata', 'ceba', 'ou', 'farina', 'sal', 'oli', 'salsa']", pastisseria, Comunitat jueva
Lioneses de nata,mitjana,alta,tebi,postres,formal,5.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['aigua', 'mantega', 'farina', 'sal', 'ou', 'llevat químic', 'sucre', 'midó de blat de moro', 'llet', 'vainilla']", lacti_suau, França
Loaf de faves i xocolata pasqual,alta,alta,tebi,postres,formal,7.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['avellanes', 'xocolata', 'margarina', 'farina', 'ou', 'sucre']", xoco_intens, Europa occidental
Loaf de nous pasqual,alta,alta,calent,postres,informal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'avellanes', 'sucre']", pastisseria, Europa central
Lángos de patata,mitjana,alta,tebi,postres,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['patata', 'llevat', 'farina', 'sal', 'comí', 'oli']", pastisseria, Hongria
Lángos hongarès fregit,mitjana,alta,tebi,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat', 'ou', 'iogurt', 'sal', 'oli']", pastisseria, Hongria
Macarrons de xocolata (sense forn),petita,mitjana,fred,postres,informal,3.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sucre', 'mantega', 'llet', 'vainilla', 'cacau', 'civada', 'coco']", xoco_intens, França
Maduixes amb glacejat de mascarpone,petita,alta,calent,postres,formal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['maduixa', 'mascarpone', 'licor', 'nata', 'sucre', 'mantega']", fresc_fruita_gelat, Itàlia
Maduixes banyades en xocolata i fruits secs,mitjana,mitjana,fred,postres,formal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['xocolata', 'xarop de fruits secs', 'sucre', 'vainilla', 'maduixa', 'fruits secs', 'galetes gingebre']", xoco_intens, França
Magdalenes de blat de moro,petita,mitjana,tebi,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['blat de moro', 'farina', 'sucre', 'llevat químic', 'bicarbonat', 'sal', 'ou', 'iogurt', 'mantega']", pastisseria, Estats Units
Magdalenes de carbassa,mitjana,mitjana,calent,postres,informal,4.5,['totes'],['tardor'],"['farina', 'sucre', 'llevat químic', 'sal', 'canyella', 'ou', 'llet', 'puré de carbassa', 'oli']", pastisseria, Estats Units
Magdalenes de civada,petita,baixa,calent,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['avena', 'buttermilk', 'ou', 'margarina', 'farina', 'llevat químic', 'bicarbonat', 'sal', 'sucre morè', 'coco']", pastisseria, Europa occidental
Magdalenes de civada i panses,mitjana,mitjana,calent,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina integral', 'civada', 'sucre', 'llevat químic', 'ou', 'llet', 'oli', 'panses', 'mantega']", pastisseria, Europa occidental
Magdalenes de gingebre Snappy,petita,baixa,tebi,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'sucre', 'sucre morè', 'melassa', 'ou', 'farina', 'bicarbonat', 'canyella', 'gingebre', 'sal', 'aigua']", pastisseria, Estats Units
Magdalenes de iogurt (vegà),mitjana,mitjana,tebi,postres,informal,5.0,['totes'],"['hivern', 'tardor']","['iogurt vegetal', 'llet vegetal', 'compota', 'sucre', 'farina', 'oli', 'midó', 'llevat químic', 'llevat de sodi', 'sal', 'vainilla', 'xocolata', 'fruits secs']", pastisseria, Europa occidental
Magdalenes de massapà,mitjana,mitjana,tebi,postres,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['massapà', 'mantega', 'ou', 'llet', 'farina', 'sucre', 'civada', 'llevat químic']", pastisseria, Alemanya
