nom_plat,formalitat,temperatura,complexitat,mida_racio,te_ordre,categoria,procedencia_plat,preu_cost,apte_esdeveniment,disponibilitat,ingredients,ingredients_norm
Macarrons de xocolata (sense forn),informal,fred,mitjana,petita,postres,xoco_intens,França,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sucre', 'mantega', 'llet', 'vainilla', 'cacau', 'civada', 'coco']","['sucre', 'mantega', 'llet', 'vainilla', 'cacau', 'civada', 'coco']"
Maduixes amb glacejat de mascarpone,formal,calent,alta,petita,postres,fresc_fruita_gelat,Itàlia,9.7,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['maduixa', 'mascarpone', 'licor', 'nata', 'sucre', 'mantega']","['maduixa', 'mascarpone', 'licor', 'nata', 'sucre', 'mantega']"
Maduixes banyades en xocolata i fruits secs,formal,fred,mitjana,mitjana,postres,xoco_intens,França,11.85,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['xocolata', 'xarop de fruits secs', 'sucre', 'vainilla', 'maduixa', 'fruits secs', 'galetes gingebre']","['xocolata', 'xarop de fruits secs', 'sucre', 'vainilla', 'maduixa', 'fruits secs', 'galetes gingebre']"
Magdalenes de blat de moro,informal,tebi,mitjana,petita,postres,pastisseria,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['blat de moro', 'farina', 'sucre', 'llevat químic', 'bicarbonat', 'sal', 'ou', 'iogurt', 'mantega']","['blat de moro', 'farina', 'sucre', 'llevat químic', 'bicarbonat', 'sal', 'ou', 'iogurt', 'mantega']"
Magdalenes de carbassa,informal,calent,mitjana,mitjana,postres,pastisseria,Estats Units,6.5,['totes'],['tardor'],"['farina', 'sucre', 'llevat químic', 'sal', 'canyella', 'ou', 'llet', 'puré de carbassa', 'oli']","['farina', 'sucre', 'llevat químic', 'sal', 'canyella', 'ou', 'llet', 'puré de carbassa', 'oli']"
Magdalenes de civada,informal,calent,baixa,petita,postres,pastisseria,Europa occidental,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['avena', 'buttermilk', 'ou', 'margarina', 'farina', 'llevat químic', 'bicarbonat', 'sal', 'sucre morè', 'coco']","['avena', 'buttermilk', 'ou', 'margarina', 'farina', 'llevat químic', 'bicarbonat', 'sal', 'sucre morè', 'coco']"
Magdalenes de civada i panses,informal,calent,mitjana,mitjana,postres,pastisseria,Europa occidental,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina integral', 'civada', 'sucre', 'llevat químic', 'ou', 'llet', 'oli', 'panses', 'mantega']","['farina integral', 'civada', 'sucre', 'llevat químic', 'ou', 'llet', 'oli', 'panses', 'mantega']"
Magdalenes de gingebre Snappy,informal,tebi,baixa,petita,postres,pastisseria,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'sucre', 'sucre morè', 'melassa', 'ou', 'farina', 'bicarbonat', 'canyella', 'gingebre', 'sal', 'aigua']","['oli', 'sucre', 'sucre morè', 'melassa', 'ou', 'farina', 'bicarbonat', 'canyella', 'gingebre', 'sal', 'aigua']"
Magdalenes de iogurt (vegà),informal,tebi,mitjana,mitjana,postres,pastisseria,Europa occidental,7.16,['totes'],"['hivern', 'tardor']","['iogurt vegetal', 'llet vegetal', 'compota', 'sucre', 'farina', 'oli', 'midó', 'llevat químic', 'llevat de sodi', 'sal', 'vainilla', 'xocolata', 'fruits secs']","['iogurt vegetal', 'llet vegetal', 'compota', 'sucre', 'farina', 'oli', 'midó', 'llevat químic', 'llevat de sodi', 'sal', 'vainilla', 'xocolata', 'fruits secs']"
Magdalenes de massapà,informal,tebi,mitjana,mitjana,postres,pastisseria,Alemanya,7.46,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['massapà', 'mantega', 'ou', 'llet', 'farina', 'sucre', 'civada', 'llevat químic']","['massapà', 'mantega', 'ou', 'llet', 'farina', 'sucre', 'civada', 'llevat químic']"
Magdalenes de nabius,informal,tebi,mitjana,mitjana,postres,pastisseria,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'llevat químic', 'sal', 'ou', 'llet', 'oli', 'nabius']","['farina', 'sucre', 'llevat químic', 'sal', 'ou', 'llet', 'oli', 'nabius']"
Magdalenes de plàtan i nous,informal,tebi,mitjana,mitjana,postres,pastisseria,Estats Units,7.29,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'mel', 'llet', 'oli', 'plàtan', 'farina', 'sal', 'llevat químic', 'nous', 'sucre']","['ou', 'mel', 'llet', 'oli', 'plàtan', 'farina', 'sal', 'llevat químic', 'nous', 'sucre']"
Magdalenes de poma amb crumble,informal,calent,alta,mitjana,postres,pastisseria,Regne Unit,6.92,['totes'],"['hivern', 'tardor']","['sucre morè', 'farina', 'canyella', 'mantega', 'ou', 'llet', 'oli', 'poma']","['sucre morè', 'farina', 'canyella', 'mantega', 'ou', 'llet', 'oli', 'poma']"
Magdalenes de poma i civada,informal,calent,mitjana,mitjana,postres,pastisseria,Regne Unit,6.5,['totes'],"['hivern', 'tardor']","['segó', 'llet', 'farina', 'llevat', 'canyella', 'sal', 'bicarbonat', 'clau', 'sucre morè', 'oli vegetal', 'ou', 'poma', 'nabiu deshidratat']","['segó', 'llet', 'farina', 'llevat', 'canyella', 'sal', 'bicarbonat', 'clau', 'sucre morè', 'oli vegetal', 'ou', 'poma', 'nabiu deshidratat']"
Magdalenes de poma panses i civada,informal,fred,alta,gran,postres,pastisseria,Regne Unit,7.19,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'civada', 'llevat químic', 'ou', 'sucre', 'llet', 'oli', 'poma', 'canyella', 'nou moscada', 'panses']","['farina', 'civada', 'llevat químic', 'ou', 'sucre', 'llet', 'oli', 'poma', 'canyella', 'nou moscada', 'panses']"
Magdalenes de segó,informal,tebi,baixa,petita,postres,pastisseria,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sal', 'llevat químic', 'ou', 'farina', 'branca de blat', 'sucre morè', 'mantega']","['sal', 'llevat químic', 'ou', 'farina', 'branca de blat', 'sucre morè', 'mantega']"
Magdalenes de taronja i xocolata,informal,tebi,mitjana,mitjana,postres,xoco_intens,França,9.1,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'mantega', 'sucre', 'xips de xocolata', 'ou', 'llet', 'suc de taronja', 'pell de taronja']","['farina', 'mantega', 'sucre', 'xips de xocolata', 'ou', 'llet', 'suc de taronja', 'pell de taronja']"
Magdalenes de xips de plàtan,informal,calent,mitjana,petita,postres,pastisseria,Estats Units,7.14,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'llevat químic', 'xocolata', 'ou', 'oli', 'llet', 'plàtan']","['farina', 'sucre', 'llevat químic', 'xocolata', 'ou', 'oli', 'llet', 'plàtan']"
Magdalenes dobles de xocolata,informal,calent,baixa,mitjana,postres,xoco_intens,França,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'xocolata', 'sucre', 'cacau', 'llevat', 'sal', 'ou', 'llet', 'oli', 'vainilla']","['farina', 'xocolata', 'sucre', 'cacau', 'llevat', 'sal', 'ou', 'llet', 'oli', 'vainilla']"
Magdalenes franceses,informal,tebi,mitjana,petita,postres,pastisseria,França,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'sucre', 'farina', 'llevat químic', 'pell de cítric', 'mantega']","['ou', 'sucre', 'farina', 'llevat químic', 'pell de cítric', 'mantega']"
Merenga amb gerds rostits i crema d'avellana,formal,tebi,alta,mitjana,postres,lacti_suau,França,9.85,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","[""clara d'ou"", 'sucre', 'canyella', 'gerds', 'avellana']","[""clara d'ou"", 'sucre', 'canyella', 'gerds', 'avellana']"
Merenga francesa,informal,fred,mitjana,petita,postres,lacti_suau,França,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","[""clares d'ou"", 'nata', 'sucre']","[""clares d'ou"", 'nata', 'sucre']"
Merenga italiana,formal,tebi,baixa,mitjana,postres,lacti_suau,Itàlia,6.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['aigua', 'ou', 'sucre']","['aigua', 'ou', 'sucre']"
Merenga suau bullida,formal,calent,alta,petita,postres,lacti_suau,França,9.95,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","[""clara d'ou"", 'sucre', 'sal', 'aigua', 'llet', 'custard', 'nata', 'xocolata', 'nous']","[""clara d'ou"", 'sucre', 'sal', 'aigua', 'llet', 'custard', 'nata', 'xocolata', 'nous']"
Merenga suïssa,formal,fred,mitjana,mitjana,postres,lacti_suau,Suïssa,7.34,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","[""clara d'ou"", 'sucre']","[""clara d'ou"", 'sucre']"
Merenga d'ametlla,formal,tebi,alta,petita,postres,pastisseria,França,10.14,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","[""clara d'ou"", 'sucre', 'ametlles']","[""clara d'ou"", 'sucre', 'ametlles']"
Meringata (pastís de merenga i nata),formal,tebi,alta,mitjana,postres,lacti_suau,Itàlia,10.79,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","[""clara d'ou"", 'sucre', 'crema pastissera', 'nata']","[""clara d'ou"", 'sucre', 'crema pastissera', 'nata']"
Meringata amb gingebre i nata,formal,fred,mitjana,mitjana,postres,lacti_suau,Itàlia,7.3,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['merenga', 'gingebre', 'nata', 'sucre', 'llimona']","['merenga', 'gingebre', 'nata', 'sucre', 'llimona']"
Meringata de fruita en copa,formal,fred,baixa,petita,postres,fresc_fruita_gelat,Itàlia,7.13,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['crema', 'fruita', 'nata', 'merenga', 'menta', 'coulis']","['crema', 'fruita', 'nata', 'merenga', 'menta', 'coulis']"
Mille-feuille de llimona,formal,tebi,alta,gran,postres,pastisseria,França,10.62,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['pasta de full', 'ou', 'sucre llustre', 'llet', 'farina', 'llimona']","['pasta de full', 'ou', 'sucre llustre', 'llet', 'farina', 'llimona']"
Mini pastissets de carn i fruita,formal,tebi,alta,petita,postres,pastisseria,Regne Unit,10.68,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sucre', 'vi', 'suc de poma', 'cítric', 'espècies', 'fruita', 'carne', 'mastegat', 'farina', 'mantega', 'ous']","['sucre', 'vi', 'suc de poma', 'cítric', 'espècies', 'fruita', 'carne', 'mastegat', 'farina', 'mantega', 'ous']"
Mints de formatge cremós,formal,fred,baixa,petita,postres,lacti_suau,Estats Units,7.11,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['formatge crema', 'sucre', 'menta', 'sucre granulat']","['formatge crema', 'sucre', 'menta', 'sucre granulat']"
Mochi japonès amb nous,informal,tebi,alta,mitjana,postres,pastisseria,Japó,8.91,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['nous', 'sucre', 'soja', 'aigua', 'farina glutinosa']","['nous', 'sucre', 'soja', 'aigua', 'farina glutinosa']"
Moniatos confitats,informal,tebi,mitjana,mitjana,postres,pastisseria,Amèrica Llatina,6.5,['totes'],"['hivern', 'tardor']","['moniato', 'poma', 'raïm sec', 'mel', 'suc de poma', 'mantega']","['moniato', 'poma', 'raïm sec', 'mel', 'suc de poma', 'mantega']"
Moniatos confitats forts,informal,fred,mitjana,mitjana,postres,pastisseria,Europa occidental,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['moniato', 'sucre', 'espècies', 'aigua', 'brandi', 'nou moscada', 'canyella']","['moniato', 'sucre', 'espècies', 'aigua', 'brandi', 'nou moscada', 'canyella']"
Moniatos mexicans amb mel (Camotes Enmielados),informal,tebi,baixa,petita,postres,pastisseria,Mèxic,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['moniato', 'piloncillo', 'canyella', 'aigua']","['moniato', 'piloncillo', 'canyella', 'aigua']"
Mousse de cafè,formal,fred,alta,petita,postres,lacti_suau,França,8.37,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['gelatina', 'nata', ""rovell d'ou"", 'sucre', 'llet', ""clara d'ou"", 'vainilla']","['gelatina', 'nata', ""rovell d'ou"", 'sucre', 'llet', ""clara d'ou"", 'vainilla']"
Mousse de cafè amb nata,informal,fred,baixa,petita,postres,lacti_suau,França,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['cafè', 'sucre', 'xarop de xocolata', 'nata']","['cafè', 'sucre', 'xarop de xocolata', 'nata']"
Mousse de formatge fresc amb maduixa,formal,fred,alta,mitjana,postres,lacti_suau,Europa occidental,9.19,['totes'],"['estiu', 'primavera']","['formatge fresc', 'sucre', 'ou', 'iogurt', 'gel', 'maduixa']","['formatge fresc', 'sucre', 'ou', 'iogurt', 'gel', 'maduixa']"
Mousse de fruita,informal,tebi,alta,petita,postres,fresc_fruita_gelat,França,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sucre', 'midó', 'espècies', 'ou', 'nectar de fruita', 'nata']","['sucre', 'midó', 'espècies', 'ou', 'nectar de fruita', 'nata']"
Mousse de llimona àcida,formal,fred,mitjana,mitjana,postres,lacti_suau,França,8.49,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llimona', 'ralladura', 'sucre', 'ou', 'mantega', 'nata']","['llimona', 'ralladura', 'sucre', 'ou', 'mantega', 'nata']"
Mousse de móres,informal,tebi,baixa,petita,postres,fresc_fruita_gelat,França,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['móres', 'sucre', 'aigua', 'midó']","['móres', 'sucre', 'aigua', 'midó']"
Mousse de tiramisú,formal,fred,mitjana,mitjana,postres,xoco_intens,Itàlia,9.34,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['mascarpone', 'sucre', 'cafè', 'ou', 'nata', 'cacao']","['mascarpone', 'sucre', 'cafè', 'ou', 'nata', 'cacao']"
Mousse de xocolata,formal,fred,mitjana,mitjana,postres,xoco_intens,França,10.99,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['xocolata', 'ou', 'nata', 'sucre', 'aigua']","['xocolata', 'ou', 'nata', 'sucre', 'aigua']"
Mousse de xocolata amb tofu,informal,fred,baixa,mitjana,postres,xoco_intens,Japó,8.47,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['xocolata', 'tofu']","['xocolata', 'tofu']"
Mousse de xocolata vegana,informal,fred,baixa,petita,postres,xoco_intens,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['alvocat', 'cacau', ""xarop d'atzavara""]","['alvocat', 'cacau', ""xarop d'atzavara""]"
Muffins anglesos,formal,tebi,mitjana,petita,postres,pastisseria,Regne Unit,7.11,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['llet', 'sucre', 'sal', 'margarina', 'aigua', 'llevat', 'farina', 'mànec de blat']","['llet', 'sucre', 'sal', 'margarina', 'aigua', 'llevat', 'farina', 'mànec de blat']"
Muffins de llavors de rosella i llimona,informal,tebi,mitjana,petita,postres,pastisseria,Regne Unit,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llet', 'oli', 'iogurt', 'ou', 'farina', 'sucre', 'rosella', 'llimona', 'llevat químic', 'bicarbonat', 'sal', 'sucre llustre']","['llet', 'oli', 'iogurt', 'ou', 'farina', 'sucre', 'rosella', 'llimona', 'llevat químic', 'bicarbonat', 'sal', 'sucre llustre']"
Nyoquis amb crema de maduixa gratinada,formal,tebi,alta,petita,postres,lacti_suau,Itàlia,9.71,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'oli', 'aigua', 'maduixes', 'mantega', 'sucre', 'llimona', 'vainilla', 'nata', 'formatge fresc']","['farina', 'oli', 'aigua', 'maduixes', 'mantega', 'sucre', 'llimona', 'vainilla', 'nata', 'formatge fresc']"
Núvols dolços casolans,informal,tebi,alta,petita,postres,pastisseria,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sucre llustre', 'gelatina', 'aigua', 'sucre', 'corn syrup', ""clara d'ou"", 'vainilla']","['sucre llustre', 'gelatina', 'aigua', 'sucre', 'corn syrup', ""clara d'ou"", 'vainilla']"
Pancake Henry Thiele,informal,fred,mitjana,mitjana,postres,pastisseria,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llet', 'sal', 'sucre', 'farina', 'ou', 'mantega']","['llet', 'sal', 'sucre', 'farina', 'ou', 'mantega']"
Pancake somali (Canjeero),informal,tebi,mitjana,mitjana,postres,pastisseria,Somàlia,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat', 'sucre', 'aigua', 'sal']","['farina', 'llevat', 'sucre', 'aigua', 'sal']"
Pancakes amb mel,informal,fred,mitjana,mitjana,postres,pastisseria,Europa occidental,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat químic', 'sal', 'sucre', 'llet', 'ou', 'mantega', 'mel', 'llavors de sèsam']","['farina', 'llevat químic', 'sal', 'sucre', 'llet', 'ou', 'mantega', 'mel', 'llavors de sèsam']"
Pancakes amb xips de xocolata,formal,fred,mitjana,mitjana,postres,xoco_intens,Estats Units,9.42,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['vainilla', 'mantega', 'llet', 'farina', 'sucre', 'llevat químic', 'sal', 'ou', 'xips de xocolata']","['vainilla', 'mantega', 'llet', 'farina', 'sucre', 'llevat químic', 'sal', 'ou', 'xips de xocolata']"
Pancakes australians (Pikelet),informal,tebi,mitjana,petita,postres,pastisseria,Austràlia,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat', 'llet', 'sal', 'aigua']","['farina', 'llevat', 'llet', 'sal', 'aigua']"
Pancakes de blat de moro,informal,fred,mitjana,petita,postres,pastisseria,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'sal', 'llevat químic', 'bicarbonat', 'blat de moro', 'llet', 'ou', 'mantega', 'vainilla']","['farina', 'sucre', 'sal', 'llevat químic', 'bicarbonat', 'blat de moro', 'llet', 'ou', 'mantega', 'vainilla']"
Pancakes de gingebre,informal,fred,mitjana,mitjana,postres,pastisseria,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'sal', 'llevat químic', 'bicarbonat', 'gingebre', 'llet', 'ou', 'mantega', 'vainilla', 'oli']","['farina', 'sucre', 'sal', 'llevat químic', 'bicarbonat', 'gingebre', 'llet', 'ou', 'mantega', 'vainilla', 'oli']"
Pancakes de llavors de rosella i llimona,informal,fred,mitjana,mitjana,postres,pastisseria,Regne Unit,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'sal', 'llevat químic', 'bicarbonat', 'llimona', 'rosella', 'llet', 'ou', 'mantega', 'vainilla', 'oli']","['farina', 'sucre', 'sal', 'llevat químic', 'bicarbonat', 'llimona', 'rosella', 'llet', 'ou', 'mantega', 'vainilla', 'oli']"
Pancakes de nabius,informal,tebi,mitjana,mitjana,postres,pastisseria,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'llevat químic', 'sal', 'canyella', 'nou moscada', 'vainilla', 'llet fermentat', 'ou', 'mantega', 'nabius']","['farina', 'sucre', 'llevat químic', 'sal', 'canyella', 'nou moscada', 'vainilla', 'llet fermentat', 'ou', 'mantega', 'nabius']"
Pancakes de pa de gingebre,formal,fred,mitjana,mitjana,postres,pastisseria,Estats Units,7.52,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sal', 'llevat químic', 'bicarbonat', 'canyella', 'gingebre', 'llet', 'ou', 'mantega', 'vainilla', 'melassa', 'oli']","['farina', 'sal', 'llevat químic', 'bicarbonat', 'canyella', 'gingebre', 'llet', 'ou', 'mantega', 'vainilla', 'melassa', 'oli']"
Pancakes de plàtan i nou moscada,informal,calent,mitjana,mitjana,postres,pastisseria,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'sal', 'llevat químic', 'bicarbonat', 'nou moscada', 'llet', 'ou', 'mantega', 'vainilla', 'oli', 'plàtan']","['farina', 'sucre', 'sal', 'llevat químic', 'bicarbonat', 'nou moscada', 'llet', 'ou', 'mantega', 'vainilla', 'oli', 'plàtan']"
Pancakes de taronja i cardamom,informal,fred,mitjana,mitjana,postres,pastisseria,Índia,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'sal', 'llevat químic', 'pell de taronja', 'cardamom', 'buttermilk', 'llet', 'ou', 'mantega', 'vainilla', 'oli']","['farina', 'sucre', 'sal', 'llevat químic', 'pell de taronja', 'cardamom', 'buttermilk', 'llet', 'ou', 'mantega', 'vainilla', 'oli']"
Pancakes integrals,informal,tebi,baixa,mitjana,postres,pastisseria,Europa occidental,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina integral', 'sucre', 'llevat químic', 'sal', 'ou', 'llet', 'oli']","['farina integral', 'sucre', 'llevat químic', 'sal', 'ou', 'llet', 'oli']"
Pancakes integrals vegans,informal,tebi,baixa,mitjana,postres,pastisseria,Europa occidental,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina integral', 'llevat químic', 'sucre morè', 'canyella', 'llet vegetal', 'oli']","['farina integral', 'llevat químic', 'sucre morè', 'canyella', 'llet vegetal', 'oli']"
Pancakes lleugers i esponjosos,informal,fred,baixa,mitjana,postres,pastisseria,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'sal', 'llevat químic', 'llevat de sodi', 'llet fermentada', 'llet', 'ou', 'mantega', 'vainilla', 'oli']","['farina', 'sucre', 'sal', 'llevat químic', 'llevat de sodi', 'llet fermentada', 'llet', 'ou', 'mantega', 'vainilla', 'oli']"
Pancakes noruecs de iogurt (Svelekake),informal,calent,mitjana,mitjana,postres,pastisseria,Noruega,6.99,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'sucre', 'farina', 'kefir', 'llevat químic', 'llevat de sodi', 'vainilla']","['ou', 'sucre', 'farina', 'kefir', 'llevat químic', 'llevat de sodi', 'vainilla']"
Pancakes vegans,informal,fred,mitjana,mitjana,postres,pastisseria,Europa occidental,6.59,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat químic', 'sucre', 'sal', 'llet vegetal', 'oli']","['farina', 'llevat químic', 'sucre', 'sal', 'llet vegetal', 'oli']"
Panna cotta amb salsa de fruits vermells,informal,tebi,alta,mitjana,postres,lacti_suau,Itàlia,9.63,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['gelatina', 'aigua', 'nata', 'sucre', 'llet', 'fruits vermells']","['gelatina', 'aigua', 'nata', 'sucre', 'llet', 'fruits vermells']"
Panna cotta de nabius i avellana,formal,fred,mitjana,petita,postres,lacti_suau,Itàlia,9.09,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llet', 'sucre', 'gelatina', 'vainilla', 'licor', 'avellanes']","['llet', 'sucre', 'gelatina', 'vainilla', 'licor', 'avellanes']"
Panqueques al forn,informal,calent,mitjana,mitjana,postres,pastisseria,Estats Units,7.16,['totes'],"['hivern', 'tardor']","['farina', 'llevat químic', 'bicarbonat', 'sal', 'sucre', 'llet', 'oli', 'vainilla', 'vinagre']","['farina', 'llevat químic', 'bicarbonat', 'sal', 'sucre', 'llet', 'oli', 'vainilla', 'vinagre']"
Panqueques al forn vegans,informal,calent,mitjana,mitjana,postres,pastisseria,Estats Units,6.71,['totes'],"['hivern', 'tardor']","['farina', 'llevat químic', 'bicarbonat', 'sal', 'sucre', 'llet de soja', 'oli', 'vainilla', 'vinagre']","['farina', 'llevat químic', 'bicarbonat', 'sal', 'sucre', 'llet de soja', 'oli', 'vainilla', 'vinagre']"
Pasta de full alemanya,informal,fred,alta,mitjana,postres,pastisseria,Alemanya,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'aigua', 'mantega']","['farina', 'aigua', 'mantega']"
Pasta de full amb nous i nata,formal,calent,alta,mitjana,postres,pastisseria,Egipte,9.46,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pasta de full', 'nous', 'festucs', 'avellanes', 'galeta', 'coco', 'sucre', 'llet', 'nata']","['pasta de full', 'nous', 'festucs', 'avellanes', 'galeta', 'coco', 'sucre', 'llet', 'nata']"
Pasta de full clàssica,informal,fred,alta,gran,postres,pastisseria,França,8.78,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sal', 'aigua', 'mantega']","['farina', 'sal', 'aigua', 'mantega']"
Pastisset de coco australià (Lamington),informal,tebi,baixa,petita,postres,pastisseria,Austràlia,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pa de pessic', 'xocolata', 'coco']","['pa de pessic', 'xocolata', 'coco']"
Pastissets carelians (Karjalanpiirakat),formal,tebi,alta,mitjana,postres,pastisseria,Finlàndia,9.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['arròs', 'llet', 'sal', 'aigua', 'farina de sègol', 'farina de blat', 'mantega', 'ou', 'formatge fresc']","['arròs', 'llet', 'sal', 'aigua', 'farina de sègol', 'farina de blat', 'mantega', 'ou', 'formatge fresc']"
Pastissets de crema de llimona,informal,tebi,alta,petita,postres,pastisseria,França,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pasta de full', 'nata', 'farina', 'ou', 'sucre', 'llimona', 'sucre llustre']","['pasta de full', 'nata', 'farina', 'ou', 'sucre', 'llimona', 'sucre llustre']"
Pastissets de pinya,formal,tebi,alta,petita,postres,pastisseria,Amèrica Llatina,7.38,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['hivern', 'tardor']","['pasta de full', 'sucre', 'aigua', 'pinya', 'sal', 'pebre']","['pasta de full', 'sucre', 'aigua', 'pinya', 'sal', 'pebre']"
Pastissets de poma fregits,formal,tebi,alta,mitjana,postres,pastisseria,Estats Units,7.9,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['hivern', 'tardor']","['poma', 'sucre', 'suc de poma', 'canyella', 'nou moscada', 'farina', 'llevat químic', 'sal', 'greix', 'llet', 'ou', 'oli', 'sucre llustre']","['poma', 'sucre', 'suc de poma', 'canyella', 'nou moscada', 'farina', 'llevat químic', 'sal', 'greix', 'llet', 'ou', 'oli', 'sucre llustre']"
